127.0.0.1 - - [09/Jan/2018:04:34:02 +0000] "GET /wp-content/themes/Images/IMG_8897.JPG HTTP/1.0" 404 22182 "http://vanhandel-auto.local/wp-content/themes/Vanhandel/style.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:03 +0000] "GET /wp-content/themes/Images/IMG_8891.JPG HTTP/1.0" 404 22182 "http://vanhandel-auto.local/wp-content/themes/Vanhandel/style.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:03 +0000] "GET /wp-content/themes/Images/IMG_8890%20(1).JPG HTTP/1.0" 404 22182 "http://vanhandel-auto.local/wp-content/themes/Vanhandel/style.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:09 +0000] "GET /wp-admin/upload.php HTTP/1.0" 200 77175 "http://vanhandel-auto.local/wp-admin/themes.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:09 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,utils,moxiejs,plupload&ver=4.9.1 HTTP/1.0" 200 77873 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:09 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,admin-bar,buttons,media-views,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menu&load%5B%5D=s,wp-pointer,widgets,site-icon,l10n,wp-auth-check&ver=4.9.1 HTTP/1.0" 200 102950 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:09 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,underscore,shortcode,backbone,wp-util,wp-backbone,media-models,wp-plupload,jquery-ui-core,jquery-ui&load%5B%5D=-widget,jquery-ui-mouse,jquery-ui-sortable,wp-mediaelement,wp-api-request,media-views,media-editor,media-audiovideo,mce-view,img&load%5B%5D=areaselect,image-edit,media-grid,media,svg-painter,heartbeat,wp-auth-check&ver=4.9.1 HTTP/1.0" 200 95801 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:09 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 26 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:20 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1370 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:21 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1533 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:21 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1386 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:23 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1599 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:23 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1370 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:23 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1338 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:24 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1621 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:25 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1612 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:26 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1587 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:27 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1612 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:28 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1549 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:28 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1129 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:30 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1117 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:31 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1430 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:32 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1506 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:33 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1602 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:33 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1430 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:35 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1623 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:36 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1463 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:45 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1529 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:46 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1509 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:47 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1507 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:48 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1527 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:49 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1507 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:50 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1507 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:51 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1507 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:51 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1364 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:52 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1362 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:34:54 +0000] "POST /wp-admin/async-upload.php HTTP/1.0" 200 1436 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:35:09 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:36:20 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:37:21 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:38:02 +0000] "GET / HTTP/1.0" 200 22183 "-" "avast! Antivirus"
127.0.0.1 - - [09/Jan/2018:04:38:02 +0000] "GET / HTTP/1.0" 200 22182 "-" "avast! Antivirus"
127.0.0.1 - - [09/Jan/2018:04:38:04 +0000] "GET /HNAP1/ HTTP/1.0" 404 22182 "-" "avast! Antivirus"
127.0.0.1 - - [09/Jan/2018:04:38:37 +0000] "GET /language/Swedish${IFS}&&ping$IFS-c1$IFS-s41${IFS}192.168.95.1>/dev/null&&tar${IFS}/string.js HTTP/1.0" 404 22183 "-" "avast! Antivirus"
127.0.0.1 - - [09/Jan/2018:04:38:37 +0000] "GET /language/Swedish${IFS}&&echo${IFS}AVAST-HNS-SCAN-PROBE>test&&tar${IFS}/string.js HTTP/1.0" 404 22183 "-" "avast! Antivirus"
127.0.0.1 - - [09/Jan/2018:04:38:37 +0000] "GET /system.ini?loginuse&loginpas HTTP/1.0" 404 22183 "-" "avast! Antivirus"
127.0.0.1 - - [09/Jan/2018:04:38:37 +0000] "GET /language/Swedish${IFS}&&ping$IFS-c1$IFS-s41${IFS}192.168.95.1>/dev/null&&tar${IFS}/string.js HTTP/1.0" 404 22182 "-" "avast! Antivirus"
127.0.0.1 - - [09/Jan/2018:04:38:37 +0000] "GET /language/Swedish${IFS}&&echo${IFS}AVAST-HNS-SCAN-PROBE>test&&tar${IFS}/string.js HTTP/1.0" 404 22182 "-" "avast! Antivirus"
127.0.0.1 - - [09/Jan/2018:04:38:37 +0000] "GET /system.ini?loginuse&loginpas HTTP/1.0" 404 22182 "-" "avast! Antivirus"
127.0.0.1 - - [09/Jan/2018:04:38:47 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:39:15 +0000] "GET /wp-admin/edit.php?post_type=page HTTP/1.0" 200 41291 "http://vanhandel-auto.local/wp-admin/upload.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
127.0.0.1 - - [09/Jan/2018:04:39:15 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,jquery-ui-core,jquery-ui-widget,jquery-ui-position,jquery-ui-menu,wp-a11y,jquery-ui-autocomplete,ta&load%5B%5D=gs-suggest,inline-edit-post,heartbeat,svg-painter,wp-auth-check&ver=4.9.1 HTTP/1.0" 200 27427 "http://vanhandel-auto.local/wp-admin/edit.php?post_type=page" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.132 Safari/537.36"
